title;rating;runtime;genre;release_year;description;director;img_src;type
Sister Swap: Christmas in the City;TV-G;84;Comedy, Romance;2021;Two sisters find a new sense of purpose and discover what they both truly need in life during the holidays.;Sean McNamara;https://m.media-amazon.com/images/M/MV5BZGE2ZWI4MzMtYzBhZC00NTIzLTgwMDktNzE5OTU3MmU5MjQ4XkEyXkFqcGdeQXVyNDEzMjAyNQ@@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
The Gold Rush;Passed;95;Adventure, Comedy, Drama;1925;A prospector goes to the Klondike during the 1890s gold rush in hopes of making his fortune, and is smitten with a girl he sees in a dance hall.;Charles Chaplin;https://m.media-amazon.com/images/M/MV5BZjEyOTE4MzMtNmMzMy00Mzc3LWJlOTQtOGJiNDE0ZmJiOTU4L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY209_CR6,0,140,209_AL_.jpg;Movie
Christmas Wishes and Mistletoe Kisses;TV-G;84;Drama, Family, Romance;2019;An interior designer is hired to decorate a lavish mansion over the Christmas season.;D.J. Viola;https://m.media-amazon.com/images/M/MV5BZTUyZTc0OGItZmU0Ny00OTBkLThjY2YtNGVjNGFkYjZmMTZjXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Hope at Christmas;TV-G;84;Comedy, Drama, Romance;2018;Divorced Sydney inherits a house from her grandma. Seeing it with her 8 y.o. daughter, she stops at the bookstore and meets a single teacher there. She ends up helping out there for the Christmas season.;Alex Wright;https://m.media-amazon.com/images/M/MV5BZmVkMGRhYzktYjk5My00MGE3LWFjNzUtNjgxYTQ1NDFlY2E4XkEyXkFqcGdeQXVyNTU2MDQyOTk@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Nantucket Noel;TV-G;86;Romance;2021;Christina learns of a developer who is planning to tear down the wharf that is home to her toy store. Tensions rise as she falls for the developer's son, Andy.;Kirsten Hansen;https://m.media-amazon.com/images/M/MV5BNGQ2YzFlYTgtZTNkNi00MjliLTg1MGEtNzUzNDNjYzVmZGM2XkEyXkFqcGdeQXVyODcyMTQ4MTc@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Noel Next Door;;84;Comedy, Romance;2022;It follows a single mom as she gets into a war of words with a neighbor who is ruining Christmas, only to find that this misunderstood grouch just may steal her heart.;Max McGuire;https://m.media-amazon.com/images/M/MV5BYThlMzQxNzgtN2VlNi00NDIwLWE5YjYtMmQwMWY5YmRjZGU5XkEyXkFqcGdeQXVyMjAwNzczNTU@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Mistletoe Magic;;85;Comedy, Romance;2019;A TV meteorologist who refuses to believe in Christmas magic searches the city for her family's heirloom mistletoe because her sister thinks it's magic. Her quest is aided by a childhood schoolmate.;Andrew Cymek;https://m.media-amazon.com/images/M/MV5BOTRlM2VkZWUtNzEwNy00YTliLWJkODctZjMwNmFlMDMxMzc1XkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_UY209_CR9,0,140,209_AL_.jpg;Movie
My Best Friend's Christmas;TV-G;90;Comedy, Drama, Romance;2019;When a woman returns home to find her ex in a relationship, she enlists her best friend to act as her fake boyfriend.;Jake Helgren;https://m.media-amazon.com/images/M/MV5BMzhhNjZlMTMtNzZlZC00NjRhLTgwZjAtOGE0YWQwNDZlYjgzXkEyXkFqcGdeQXVyMTQyODAxMw@@._V1_UY209_CR8,0,140,209_AL_.jpg;Movie
On the Twelfth Day of Christmas;TV-G;84;Comedy, Romance;2015;Maggie is thrilled when her long-time crush Mitch moves back to town. When she learns that Mitch's love for Christmas has drastically changed, she tries to bring back his holiday spirit by showing him the magic of Christmas.;Harvey Crossland;https://m.media-amazon.com/images/M/MV5BN2UwNzI4NWEtZWI3Yi00Y2IxLTg5Y2ItYTUxYTEyYTZlMWY1XkEyXkFqcGdeQXVyNjE4MjY2MDg@._V1_UY209_CR3,0,140,209_AL_.jpg;Movie
The Christmas Box;G;100;Drama, Fantasy;1995;A ski shop owner reluctantly moves himself, his wife, and their daughter into an estate as live-in help for an elderly widow. While struggling to balance his career and family life, he has recurring dreams about an angel.;Marcus Cole;https://m.media-amazon.com/images/M/MV5BNmUyMmMxNTctYjBkMC00ZjY5LTk1ZTUtN2M1Y2ZkNDE0YmEyXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_UY209_CR8,0,140,209_AL_.jpg;Movie
The Holiday Stocking;TV-G;84;Comedy, Drama, Family;2022;New angel R.J. returns to earth as a stranger and has the chance to help his sisters to reconcile, something he didn't accomplish in his lifetime.;Roger M. Bobb;https://m.media-amazon.com/images/M/MV5BOTRmYTQ1MDYtOTVkYy00MDc2LTkwYzgtMmVhNTAyYzllY2NjXkEyXkFqcGdeQXVyMTU4MzQzNDkx._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Christmas Reservations;TV-PG;86;Comedy, Drama, Romance;2019;It's Christmas at the Treeline Ski Resort, where Holly is the event coordinator at her family lodge.;Deanne Foley;https://m.media-amazon.com/images/M/MV5BYjMzYjJhMDktOGRmZC00ZTRhLWFmNmUtNDdiNTdmZTZjMjdkXkEyXkFqcGdeQXVyNTQ2NjI3NDQ@._V1_UY209_CR9,0,140,209_AL_.jpg;Movie
Married by Christmas;TV-PG;87;Comedy, Romance;2016;A high-level executive must find herself a husband before Christmas in order to inherit a fortune.;Letia Clouston;https://m.media-amazon.com/images/M/MV5BMDFjMjdjMWYtMmI4MC00NzgwLWJhYzQtMmM1YTY4YWRmMTI1XkEyXkFqcGdeQXVyNjUzNTE3MjY@._V1_UY209_CR0,0,140,209_AL_.jpg;Movie
Christmas in Angel Falls;TV-G;84;Comedy, Drama, Fantasy;2017;Guardian angel Gabby is sent to Angel Falls to revive the town's forgotten Christmas spirit, and unexpectedly finds love in the process.;Bradley Walsh;https://m.media-amazon.com/images/M/MV5BMmZjNThlYmEtOTY1NC00NzI1LTg2ZTktZWEyNGMwYWU1MThlXkEyXkFqcGdeQXVyNTU2MDQyOTk@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
A Royal Queens Christmas;TV-G;84;Drama, Romance;2021;A prince finds his way to Queens during Christmas when a local woman enlists his help with a children's Christmas show.;Lee Friedlander;https://m.media-amazon.com/images/M/MV5BOWU5N2U3MWItMGYyMi00ODFhLWEwODQtNzQxZjljMDkwYmI4XkEyXkFqcGdeQXVyMTEwMTQ0Njk3._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
The Last Christmas Home;TV-G;82;Drama, Family, Romance;2018;The Marvin sisters gather for what may be their last Christmas at their childhood home.;David Jackson;https://m.media-amazon.com/images/M/MV5BZDA3NTdjNmQtYjNlNi00NDUyLWI3MmYtNTNiZTIxZGM4MGE5XkEyXkFqcGdeQXVyNTU2MDQyOTk@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Miracle on 34th Street;;100;Drama, Family, Fantasy;1973;A department store Santa tries to convince a little girl who doesn't believe in Santa Claus that he is Santa Claus, and winds up going on trial to prove who he is.;Fielder Cook;https://m.media-amazon.com/images/M/MV5BOWI2ZTQ0NDItMDIxYS00NGZlLTk0YjEtMTNjYTZlMjU0NTU2XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY209_CR0,0,140,209_AL_.jpg;Movie
Christmas in Conway;TV-PG;97;Drama, Romance;2013;Duncan Mayor loved Susie so much he wanted to give her one last Christmas gift before she passes away. He didn't care about any consequences or anything else.;John Kent Harrison;https://m.media-amazon.com/images/M/MV5BNGU0YjkzZGUtYjI2Ni00ZGFiLTk1ZjYtMzQ5OTQyODM1YmRkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjg5MzE4NTA@._V1_UY209_CR8,0,140,209_AL_.jpg;Movie
My Christmas Inn;TV-G;100;Comedy, Drama, Romance;2018;A big city advertising executive inherits her great-aunt's inn and heads to the small Alaskan town where it's located to get it ready for sale.;Peter Sullivan;https://m.media-amazon.com/images/M/MV5BMDk0N2IzODAtODU0NS00MmViLTkwZGUtZWFiNmYzMzE0ZDg3XkEyXkFqcGdeQXVyMTU0NjY0NDg@._V1_UY209_CR11,0,140,209_AL_.jpg;Movie
Once Upon a Main Street;TV-PG;87;Comedy, Drama, Romance;2020;Amelia, who wants to open a year-round Christmas store, bids for a shop lot against Vic, who wants to open a chocolate shop. Rivalry becomes romance when they must work together.;Polly Draper;https://m.media-amazon.com/images/M/MV5BMDhiYmMzNjctYTM2MC00ZmQ2LTk5MGMtNDc3ZjdlZTRlODkwXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Steppin' Into the Holiday;;87;Comedy, Romance;2022;Follows former Broadway star, Billy Holiday, who meets Rae, the charismatic owner of a local dance studio, and after Billy volunteers to help Rae with a dance recital fundraiser, their collaboration clicks and romantic sparks start flying.;David Kendall;https://m.media-amazon.com/images/M/MV5BZmIzZDMwZjAtZTU5MC00MzEzLThiYTQtYzQxMDA1ZDQ5NDk3XkEyXkFqcGdeQXVyNjEzOTQ5MQ@@._V1_UY209_CR34,0,140,209_AL_.jpg;Movie
Christmas with Tucker;Not Rated;87;Drama, Family;2013;A young boy learns to be a man after the death of his father and forms a special bond with a dog.;Larry A. McLean;https://m.media-amazon.com/images/M/MV5BZmE3YTkxZmEtNmM5NS00YmM3LWE4ZDMtYzVhYzU4MTU3OTQ0XkEyXkFqcGdeQXVyNDkzOTg1NA@@._V1_UY209_CR8,0,140,209_AL_.jpg;Movie
Christmas on the Menu;TV-PG;88;Comedy, Drama, Romance;2020;Celebrated chef Josie heads home for the holidays and creates a special festive menu for her mom's new bed-and-breakfast bistro, where she runs into Tanner, the famous food critic who ...                See full summary »;Jake Helgren;https://m.media-amazon.com/images/M/MV5BN2RmN2UwYWQtMDJjYy00MTUzLWEyMTAtYzcwYTJhZDQzMzk4XkEyXkFqcGdeQXVyMTQyODAxMw@@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
A Candy Cane Christmas;TV-PG;91;Comedy, Drama, Romance;2020;As Phoebe is searching for a new tradition to lift her holiday spirits, she realizes that it's not the traditions we cherish, but the people with whom we share them.;Adrian Langley;https://m.media-amazon.com/images/M/MV5BMWM1NmUwNGYtZDRhYi00Zjg2LWIwYjQtN2E1ODUyOTQzN2E1XkEyXkFqcGdeQXVyMTQyNDk2NzE@._V1_UY209_CR2,0,140,209_AL_.jpg;Movie
Christmas Eve;PG;95;Comedy;2015;Hilarity, romance, and transcendence prevail after a power outage traps six different groups of New Yorkers inside elevators on Christmas Eve.;Mitch Davis;https://m.media-amazon.com/images/M/MV5BMTY0MjEyMzQ1Nl5BMl5BanBnXkFtZTgwMTEwMjkxNzE@._V1_UY209_CR1,0,140,209_AL_.jpg;Movie
The Lemon Drop Kid;Approved;91;Comedy, Crime, Music;1951;A New York City swindler has until Christmas to come up with the $10,000 he owes a gangster, prompting him to go into scamming overdrive.;Sidney Lanfield;https://m.media-amazon.com/images/M/MV5BOWI0MDljNjAtMDc0MS00MDI0LWI5M2YtNjQ5Yjc5NTYyZWIxXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Once Upon a Holiday;TV-G;84;Comedy, Drama, Romance;2015;When a Princess escapes her entourage to explore New York City over Christmas, she meets a young man who shows the beautiful stranger his side of the city.;James Head;https://m.media-amazon.com/images/M/MV5BNjE2NWNmNTMtNzdhMi00YzhkLTkzMzYtN2IwYzk4YTI0YjBmXkEyXkFqcGdeQXVyNzk0NTA5NQ@@._V1_UY209_CR4,0,140,209_AL_.jpg;Movie
A Very Corgi Christmas;;90;Drama, Family, Romance;2019;Single dad Ben needs help to keep a Christmas gift a secret from his daughter, and that gift is an adorable Corgi puppy! When he meets single mom Lauren he shows her the importance of family and spending time with the people you love.;Andrew Cymek;https://m.media-amazon.com/images/M/MV5BYmI3NDkwMTYtYTQ4Mi00MjcwLTg3MWMtN2M1MGVmMjQ0YmQxXkEyXkFqcGdeQXVyMTA3NDA4OTk2._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
The Perfect Christmas Present;TV-G;82;Drama, Romance;2017;Tom is called Mr. Christmas due to his ability to determine the perfect Christmas gift for someone, befitting their personality.;Blair Hayes;https://m.media-amazon.com/images/M/MV5BYTI3OTQ2NmEtNWQwMi00OTBhLTg1ZDAtYzA2MTVhZGQwNmNlXkEyXkFqcGdeQXVyMjAzMjcxNTE@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Christmas for a Dollar;PG;101;Drama, Family;2013;A family struggling to get by during the Depression expects another presentless Christmas until the father brings home a dollar for them to spend on presents.;John Lyde;https://m.media-amazon.com/images/M/MV5BMjA0NTE3Mjk5Ml5BMl5BanBnXkFtZTgwODU3NTkxNzE@._V1_UY209_CR8,0,140,209_AL_.jpg;Movie
Ghosts of Christmas Past;;87;Comedy, Romance;2021;Ellie is told by a fortune teller that she must resolve her past and make amends with all of those she ghosted before Christmas and discovers love in the process.;Virginia Abramovich;https://m.media-amazon.com/images/M/MV5BMjI1OGJjZGMtZDZjMi00Y2Y2LThhYzAtOTFiOTA2MjAyZGZlXkEyXkFqcGdeQXVyMjIzOTA2NDk@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
A Country Christmas Story;Not Rated;120;Drama, Family, Musical;2013;A teenage chorister from a small Appalachian town dreams of becoming a country music star.;Eric Bross;https://m.media-amazon.com/images/M/MV5BNjFlOGI1ZDEtYzhhZC00YmYxLWJlMDUtMTY2ZDMxOTMwYzA4XkEyXkFqcGdeQXVyMTM2ODk1OTQ@._V1_UY209_CR8,0,140,209_AL_.jpg;Movie
Under the Christmas Tree;TV-PG;87;Drama, Romance;2021;Alma and Charlie cross paths with each other, when Charlie finds the perfect tree for the Maine Governor's Holiday Celebration right in Alma's back yard.;Lisa Rose Snow;https://m.media-amazon.com/images/M/MV5BODRkY2NmMmItYjM4MS00OTllLWEzZWEtNjVkNjBlNDJjN2NiXkEyXkFqcGdeQXVyMjIzOTA2NDk@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Christmas at the Palace;TV-G;85;Romance;2018;A king who is struggling to live up to his father's name hires an ice skating choreographer for a special Christmas Eve performance to celebrate the founding of his nation.;Peter Hewitt;https://m.media-amazon.com/images/M/MV5BMWM3NmVhYTUtYjdjMS00NGZmLWFiMmEtMGMxNDRjMTc3Njg5XkEyXkFqcGdeQXVyODA4MzkyNjM@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Merry Liddle Christmas;TV-G;87;Comedy, Drama, Romance;2019;A woman trying to get her dysfunctional family to look picture-perfect for the holidays falls in love with her neighbor amid the chaos.;Bosede Williams;https://m.media-amazon.com/images/M/MV5BYmI3ZDg1MDgtNjQzYi00ZDI2LTk2OGMtMDcyZjYzMjYxYjdiXkEyXkFqcGdeQXVyNTQ2NjI3NDQ@._V1_UY209_CR0,0,140,209_AL_.jpg;Movie
Finding Father Christmas;TV-G;86;Drama, Romance;2016;Raised by her mother, but orphaned at a young age at Christmas, Miranda finds a clue that will take her to the truth about her father. Along the way, she finds romance and rekindles her Christmas spirit.;Terry Ingram;https://m.media-amazon.com/images/M/MV5BYjgyNjgzYmQtYjFlZi00NGMxLWJlOWEtY2QyNDUwN2IzYTE5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzk0NTA5NQ@@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
One Christmas Eve;TV-G;86;Comedy, Drama, Family;2014;"A series of mishaps threaten a recently divorced mom's attempts to make her two kids' first Christmas ""without dad"" perfect.";Jay Russell;https://m.media-amazon.com/images/M/MV5BN2FmNGZkYzYtYTc1MC00MDVjLThkOTMtMjQzZTgyMWEwODM5XkEyXkFqcGdeQXVyNTU2MDQyOTk@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
It Takes a Christmas Village;TV-PG;87;Comedy, Romance;2021;When road construction threatens to close the town's shops, the mayor offers a Christmas market to boost sales, but she needs to convince reclusive Darcy to host it at his family's mill, reigniting old feuds while also sparking romance.;Corey Sevier;https://m.media-amazon.com/images/M/MV5BMzE1M2I0NGMtYzkyOS00MDYwLTlmNmQtOTgxOTEzYTI0MTE1XkEyXkFqcGdeQXVyNjMzMjU5NTk@._V1_UY209_CR8,0,140,209_AL_.jpg;Movie
A Christmas Exchange;TV-PG;87;Drama, Romance;2020;This holiday season, Molly Cooper swaps her snow covered farmhouse for Patrick Kensington's posh London apartment. While enjoying Christmas time in the UK, Molly begins to look forward to ...                See full summary »;Justin G. Dyck;https://m.media-amazon.com/images/M/MV5BZDY3NDUwZjUtYzA4MS00ZWNjLWExMmUtMDBiMTA4N2JlZTViXkEyXkFqcGdeQXVyNjI4Mzg5OTg@._V1_UY209_CR2,0,140,209_AL_.jpg;Movie
A Christmas Detour;TV-G;85;Comedy, Romance;2015;An anxious bride-to-be throws in with a broken-hearted guy and a happily married couple for an emergency ride to NYC, learning about each other and themselves along the way.;Ron Oliver;https://m.media-amazon.com/images/M/MV5BYjAyYzEyZGYtNDJlZC00YjcxLTlhNjYtZTk1NjI2MDlmMGQ0XkEyXkFqcGdeQXVyNzk0NTA5NQ@@._V1_UY209_CR6,0,140,209_AL_.jpg;Movie
Christmas in Homestead;TV-G;84;Romance;2016;Life is turned upside down for a small town mayor when a famous actress arrives to shoot her new Christmas movie.;Steven R. Monroe;https://m.media-amazon.com/images/M/MV5BODFiOGUwZDQtZjRjNi00MjIyLTgyYjUtYzNiM2Y0NjI1MDBkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMDE2Mjc2OA@@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Christmas Break-In;;87;Family;2018;Izzy is an energetic 9-year-old girl. Overscheduled and running late, her parents can't pick her up on time on the last day of school before Christmas break. A blizzard complicates this ...                See full summary »;Michael Kampa;https://m.media-amazon.com/images/M/MV5BOThjZGRkZTEtZDliZi00OTgxLWExODUtMTljOTEwYTNhNTA2XkEyXkFqcGdeQXVyNDI3OTc1MDk@._V1_UY209_CR0,0,140,209_AL_.jpg;Movie
A Royal Christmas Engagement;;86;Family, Romance;2020;Lauren, a hard-working advertising executive, begins to fall for Paul, a consultant she has been paired with to land a big account for the upcoming holiday season. Unbeknownst to Lauren and...                See full summary »;Fred Olen Ray;https://m.media-amazon.com/images/M/MV5BMmY1Y2MyMWEtOTUwOS00NzZlLWJlODEtYzMyMjFmYmUxNTgwXkEyXkFqcGdeQXVyMTU0NjY0NDg@._V1_UY209_CR12,0,140,209_AL_.jpg;Movie
Christmas in Evergreen: Letters to Santa;TV-G;84;Drama, Fantasy, Romance;2018;Lisa Palmer's trip home to Evergreen for the holidays finds her fulfilling the wishes of a Christmas Past and finding a romance full of Christmas magic. Stars Jill Wagner and Mark Deklin.;Sean McNamara;https://m.media-amazon.com/images/M/MV5BNzExY2NkYTItYTg4NC00YmJlLTlhOWYtYTcxYWU1ODBhZTUxXkEyXkFqcGdeQXVyNzg0MDM4NTc@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Sweet Mountain Christmas;TV-G;88;Romance;2019;As country-music star Laney Blu spends more time in her hometown, it becomes less and less like she remembered it.;David Weaver;https://m.media-amazon.com/images/M/MV5BZDEyYTVhNzEtZmJkNS00NGM4LTlhZmItMTg1Y2RmODJmNDM1XkEyXkFqcGdeQXVyNTQ2NjI3NDQ@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Christmas in Vienna;TV-G;83;Drama, Family, Romance;2020;Jess, a concert violinist whose heart just isn't in it anymore, goes to Vienna for a performance. While there, she finds the inspiration she has been missing, and a new love.;Maclain Nelson;https://m.media-amazon.com/images/M/MV5BMzc3YTcyNWQtODkxYS00NWIxLWE1MGMtZTViZmZjOGVhMmYyXkEyXkFqcGdeQXVyNTQ2NjI3NDQ@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Magical Christmas Ornaments;TV-14;90;Drama, Fantasy, Romance;2017;"""After a bad breakup, former Christmas lover Marie (Lowndes) loses her Christmas spirit. Trying to restore it, her mother sends Marie Christmas ornaments from her childhood, and a ...                See full summary »";Don McBrearty;https://m.media-amazon.com/images/M/MV5BMDFjYWRhNjUtNmZkMy00OTljLWI4NWQtZGQ4MTQwY2ExNGY3XkEyXkFqcGdeQXVyNTU2MDQyOTk@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Royally Wrapped for Christmas;;85;Romance;2021;The director of an international charity organization is called to the Kingdom of Valdonia by the royal family, where she grows closer to a prince.;T.W. Peacocke;https://m.media-amazon.com/images/M/MV5BZjFjZjRkZTUtNTFkOS00ZTc3LThjNTktMWJmOTYxMmQwZGRkXkEyXkFqcGdeQXVyMTU5MjU5MTM@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
The Christmas Chalet;;90;Drama, Family, Romance;2019;A Christmas-loving divorcee books a chalet with her mother and daughter for the holidays, where she meets a writer who despises Christmas. Together they learn the magic of Christmas and family.;Jennifer Gibson;https://m.media-amazon.com/images/M/MV5BYzE2NWFmNzgtM2UyNS00YmFiLThhMjktZGY5ZGRkYzk4YzE1XkEyXkFqcGdeQXVyMTQyNDk2NzE@._V1_UY209_CR2,0,140,209_AL_.jpg;Movie
Love at the Christmas Contest;;90;Comedy, Romance;2022;A young woman enters a Christmas tree decorating contest to honor the memory of her mother, only to discover that the competition includes her recently-widowered high school sweetheart, and his adorable 10-year-old daughter.;John Burd;https://m.media-amazon.com/images/M/MV5BOGYwYWFhMTEtMDY4Mi00NTU5LWEzNjEtZTc4NDM1YmU2NGU0XkEyXkFqcGdeQXVyMTE1MjU4NjU5._V1_UY209_CR1,0,140,209_AL_.jpg;Movie
Two Turtle Doves;TV-G;84;Drama, Family, Romance;2019;Dr. Sharon Hayes (DeLoach) searches for a beloved family heirloom in a small Christmas town. When she unexpectedly discovers an adorable little girl and her disheartened father (Rady), she realizes that Christmas miracles really do happen.;Lesley Demetriades;https://m.media-amazon.com/images/M/MV5BNGYyNGIzMTQtNjU0Mi00NGE5LTgxM2EtYWM2OTQwMzU5ODBkXkEyXkFqcGdeQXVyNTQ2NjI3NDQ@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Reindeer Games Homecoming;TV-PG;90;Comedy, Drama, Romance;2022;"After her father dies, MacKenzie keeps his tradition of the town's fundraising ""The Reindeer Games"" alive, but when high-school crush Chase shows up and plays against her, the spark between them grows.";Brian Herzlinger;https://m.media-amazon.com/images/M/MV5BN2VmNjI2NGItZTExMi00MDMxLWJkNjgtYzNhYWVlM2FjMWFkXkEyXkFqcGdeQXVyMjIzOTA2NDk@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Mistletoe & Menorahs;TV-PG;85;Comedy, Drama, Romance;2019;When a toy-company executive must learn about Hanukkah to land a big account, she enlists the help of her co-worker's friend, who happens to be in need of turning his pad into a Christmas Wonderland to impress his girlfriend's father.;Max McGuire;https://m.media-amazon.com/images/M/MV5BY2QwNzgwMjgtM2Y3MS00YzVjLTgxYzgtNjQ4ODEzN2I3MTFmXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_UY209_CR8,0,140,209_AL_.jpg;Movie
Inn Love by Christmas;;88;Comedy, Drama, Romance;2020;On her way home to spend Christmas with her grandmother, Mandy runs into Lucas, her old high school rival.;Jesse D. Ikeman;https://m.media-amazon.com/images/M/MV5BMmUzMWUyOTctMzRlNi00YzEwLWJjM2EtOWJkMjllZmM5NDJkXkEyXkFqcGdeQXVyMTQ2NjExOA@@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Picture a Perfect Christmas;TV-G;84;Comedy, Drama, Romance;2019;A professional photographer returns home for Christmas to visit her grandmother and is hired as a nanny for the young nephew of their next-door-neighbor.;Paul Ziller;https://m.media-amazon.com/images/M/MV5BMjllMGNlOTYtN2Y4NC00N2M0LTgxYTItMjA0MWQ0ZGJiYTEzXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
3 Godfathers;Passed;106;Drama, Western;1948;Three outlaws on the run risk their freedom and their lives to return a newborn to civilization.;John Ford;https://m.media-amazon.com/images/M/MV5BNjNmMzE5MzEtZmM3YS00ODljLWI1YTEtMWU1MmMyZGNiODg1XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
The Christmas Doctor;TV-G;84;Drama, Romance;2020;A travelling doctor finds love and a home at her latest assignment in Willowbrook.;Kevin Fair;https://m.media-amazon.com/images/M/MV5BNTdhOWI0OWEtZjJkYS00NTA2LWI5MTMtYTQzMTFmZmM4ZTgxXkEyXkFqcGdeQXVyNjY4Mzc0NA@@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
A Boyfriend for Christmas;TV-G;94;Comedy, Drama, Family;2004;On Christmas Day, Santa brings two lonely people together. But can love overcome deception?;Kevin Connor;https://m.media-amazon.com/images/M/MV5BMTcyNjY4NDg0NV5BMl5BanBnXkFtZTcwNTA1NjMzMQ@@._V1_UY209_CR3,0,140,209_AL_.jpg;Movie
A Holiday for Love;;105;Drama, Family, Romance;1996;A man is sent to a small town to assess which of the workers in the local factory that supplies the town with jobs should get the boot when the downsizing begins. He gets sidetracked when he falls in love with a local, a cute single mom.;Jerry London;https://m.media-amazon.com/images/M/MV5BNzExNDNiN2YtZTYzMS00MDgzLTlhNWUtNTUxYzM5MzgyN2JiXkEyXkFqcGdeQXVyMjQ0MDU4NjE@._V1_UY209_CR8,0,140,209_AL_.jpg;Movie
The Christmas Project;TV-PG;92;Comedy, Family;2016;"A writer looks back on his memorable 1986 Christmas, dealing with brothers, bullies, first love, pregnancy and family ""elving.""";Michael Buster;https://m.media-amazon.com/images/M/MV5BNTc5MmQ5MzktNTFjOS00NzdlLWIyOTQtZGQzOTI2NjY2Y2ExXkEyXkFqcGdeQXVyMjcwMTkyNA@@._V1_UY209_CR1,0,140,209_AL_.jpg;Movie
A Dog for Christmas;Not Rated;89;Comedy;2015;Cute Holiday movie about a girl and her dog. Bringing holiday cheer to the entire family.;Chris Nickin;https://m.media-amazon.com/images/M/MV5BZjQ3YjIwOTYtZWJjOC00OTQ1LWEyMmItZDRiZDhkYjIzNGY3XkEyXkFqcGdeQXVyODg3MzY5MjE@._V1_UY209_CR8,0,140,209_AL_.jpg;Movie
Toying with the Holidays;TV-PG;86;Comedy, Romance;2021;Danielle returns to her hometown for the holidays with her young son Paul hoping to introduce him to some beloved holiday traditions, in particular the town's North Pole Express train.;Bradley Walsh;https://m.media-amazon.com/images/M/MV5BMzBiNDk3NTEtZjhlYS00ZGI0LThkMTAtYWY4YTBjZWQ3ZTMzXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Five More Minutes: Moments Like These;TV-G;84;Comedy, Drama, Family;2022;"A Christmas wish gets realized in an unexpected way as a young widow must return to her former home for the holidays. Inspired by Scotty McCreery's song ""Five More Minutes.""";Kevin Fair;https://m.media-amazon.com/images/M/MV5BZGZjYzdiOGMtZjQ4ZC00MzUxLWI0YmQtM2Y1Y2FlOWEzZWMyXkEyXkFqcGdeQXVyMTU4MzQzNDkx._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
My Christmas Love;TV-G;85;Comedy, Romance;2016;"A hopeless romantic who can't ever seem to give a guy a real chance begins receiving each of the ""12 Days of Christmas"" as gifts anonymously at her door and begins to believe that the mystery suitor may finally live up to her expectations.";Jeff Fisher;https://m.media-amazon.com/images/M/MV5BOTA4NTNlZGMtOGFkMy00MzhlLTg5M2ItZWE4Mjk0NTgzNGQzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyODM4MjYxMA@@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
