title;rating;runtime;genre;release_year;description;director;img_src;type
Beaus of Holly;;88;Comedy, Romance;2020;A woman proposes to her boyfriend who says he has to work things out with an ex before he can answer, leaving her to take a romantic sleigh ride alone with a sympathetic driver.;Anthony C. Ferrante;https://m.media-amazon.com/images/M/MV5BZDdmMzhhMWUtZDgzNS00MGU2LTlkNTktNzdlMjZiNTRkNWU1XkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
I'll Be Next Door for Christmas;TV-PG;100;Comedy, Family;2018;Chronically embarrassed by her family's over-the-top Christmas celebrations, a teenage girl hatches an elaborate plan to avoid her parents when her long-distance boyfriend plans a visit.;David Jay Willis;https://m.media-amazon.com/images/M/MV5BMTUwNzg1OGUtNDIxYS00Y2ZkLThhZjktYTE2NThlZTMzYWFhXkEyXkFqcGdeQXVyMDY0MDUxOA@@._V1_UY209_CR0,0,140,209_AL_.jpg;Movie
The Christmas Challenge;;86;Comedy, Romance;2022;"Podcast host Laura Ross and her longtime friend and producer Paul are challenged to re-examine their personal and professional relationships when a listener submits the daily ""Christmas ...                See full summary »";Hunter West;https://m.media-amazon.com/images/M/MV5BNGU1OGMwOWMtZGE3OS00Y2MxLWJlZTktZDE4YTU1NjA0ZGZlXkEyXkFqcGdeQXVyMjU2OTg5Njk@._V1_UY209_CR0,0,140,209_AL_.jpg;Movie
Operation Christmas List;TV-Y;88;Comedy, Family;2016;Things don't go according to plan when a 12-year-old attempts to get his hands on a batch of the Christmas season's must-have toy.;Justin G. Dyck;https://m.media-amazon.com/images/M/MV5BYTdlNjcxMGEtYzUzNS00MzdmLWFkNmQtNjAyYmZlZjRmMzUwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjI4Mzg5OTg@._V1_UY209_CR8,0,140,209_AL_.jpg;Movie
Stowaway;Approved;87;Adventure, Family, Musical;1936;A young girl lost in Shanghai is taken in by an American playboy and his girlfriend.;William A. Seiter;https://m.media-amazon.com/images/M/MV5BMzU0NTk5MjY4OV5BMl5BanBnXkFtZTgwNDI4NDU0MzE@._V1_UY209_CR2,0,140,209_AL_.jpg;Movie
This Is Christmas;;128;Drama;2017;Christmas is approaching, and best friends Harry, Jordan, Ben, and Dennis are at their annual get-together before the holidays. As they share stories of their past year, it is clear they all still have a lot of growing to do.;Joseph Rassulo;https://m.media-amazon.com/images/M/MV5BMzA5N2Y5MGEtNThhOS00NTFiLTk4NzgtOTNkN2I1ZWM3NzJmXkEyXkFqcGdeQXVyMjM3NDgxNw@@._V1_UY209_CR6,0,140,209_AL_.jpg;Movie
The Christmas Tree;;93;Drama, Family;1996;A story about a forming friendship between an elderly nun, Sister Anthony, and New York's Rockefeller Center's head gardener Richard Reilly, who wants to fell a tree she's been growing for ...                See full summary »;Sally Field;https://m.media-amazon.com/images/M/MV5BMDVkMjNiOTYtNGFkMi00NTZiLThiMTUtYjU3NGQxNDY1ZDg3XkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_UY209_CR0,0,140,209_AL_.jpg;Movie
Christmas at the Riviera;;94;Comedy;2007;The assistant manager of a seaside hotel is left to run the building over the Christmas period.;Mark Bussell;https://m.media-amazon.com/images/M/MV5BNGRiYzZlMzEtNzg4Ny00Nzg5LWEzOTQtNWM1ZjQwMDFmOWQwXkEyXkFqcGdeQXVyNzQ5MzY0NjM@._V1_UY209_CR3,0,140,209_AL_.jpg;Movie
Perfect Strangers;;26;Short, Comedy, Romance;2015;Two strangers stuck in the Scottish Highlands on Christmas Eve team up to get home in time for Christmas.;Ryan Hendrick;https://m.media-amazon.com/images/M/MV5BMjA0NTMwMTM5OF5BMl5BanBnXkFtZTgwMzE0NTI4NzE@._V1_UY209_CR2,0,140,209_AL_.jpg;Movie
The Horses of McBride;Not Rated;89;Drama, Family;2012;When Nicki discovers two horses stranded deep in the Rocky Mountain snow, she is determined to find a way to set them free.;Anne Wheeler;https://m.media-amazon.com/images/M/MV5BMjI4NTYwOTk3OF5BMl5BanBnXkFtZTgwNjkzNzA2MDE@._V1_UY209_CR8,0,140,209_AL_.jpg;Movie
12 Dates of Christmas;;;Comedy;;"A woman longing to rediscover the wonder of Christmas meets a man with the key -- actually, 12 of them -- to unlocking the magic. Inspired by ""The 12 Days of Christmas"", a successful, ...                See full summary »";Paul A. Kaufman;https://m.media-amazon.com/images/M/MV5BNjgwMjUxNjYtYmYxZC00NWNkLTg1MDktMDA4MWQ4Yzg4NzRlXkEyXkFqcGdeQXVyMjQxODA1NA@@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Royal Family Christmas;;;Comedy;2015;A group of grown siblings decide to gather the whole family together for Christmas, but their plan backfires when they learn their parents have split.;Lance Kawas;https://m.media-amazon.com/images/M/MV5BMTUxNDg5MzAwNF5BMl5BanBnXkFtZTgwNzAxMTE5NzE@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
The Key to Christmas;;80;Family;2020;When a disgruntled elf takes over the North Pole, she turns time backwards and Santa Claus begins getting younger fast. It's up to a loyal elf, a little girl with a magic key, and the now-teenage Santa to save the future of Christmas.;Jason Mills;https://m.media-amazon.com/images/M/MV5BNWJjMWEwZTctMGUxMy00NDE2LWIwZTQtYzRiY2Q5NGMwYWY5XkEyXkFqcGdeQXVyMjIxMjgwOTY@._V1_UY209_CR0,0,140,209_AL_.jpg;Movie
The Original Christmas Classics;;;Animation, Family;1965;Includes the original stories of Rudolph the Red-Nosed Reindeer / Santa Claus Is Comin' to Town / Frosty the Snowman / Frosty Returns / Mr. Magoo's Christmas Carol / Little Drummer Boy / Cricket on the Hearth.;;https://m.media-amazon.com/images/M/MV5BNjg5ZWI5ZWMtNjY0NC00NGQxLWI4YWYtMzE4NWIyYTZkZDhmXkEyXkFqcGdeQXVyMjM0NDI1NDA@._V1_UY209_CR14,0,140,209_AL_.jpg;Movie
Four Daughters;Approved;90;Drama, Music, Romance;1938;A musician is blessed with four musical prodigies, all girls, and cursed when a troubled young composer enters the lives of his Four Daughters.;Michael Curtiz;https://m.media-amazon.com/images/M/MV5BMWIyOTE5MWMtZDc5Ny00NmZiLWIwOTItNTdhODA4MDUwMzU2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY209_CR2,0,140,209_AL_.jpg;Movie
Discarding Santa;;85;Adventure, Comedy, Family;2018;"""In 2010, the city of Leitchfield, Kentucky decided to outlaw any and all references to Santa Claus for Christmas, in an attempt to de-commercialize the holiday. The events that happened ...                See full summary »";Bob Maze;https://m.media-amazon.com/images/M/MV5BNTRjZjhiZjAtMWI1Ny00OTliLWJkODItNjI0MjE2MDU5OGY4XkEyXkFqcGdeQXVyMjAxNTI3OTQ@._V1_UY209_CR0,0,140,209_AL_.jpg;Movie
Off Season;TV-G;94;Comedy, Drama, Family;2001;After the death of his parents, 10-year-old, Jackson Mayhew (Culkin), moves in with his Aunt. But when he befriends an elderly man (Cronyn), he begins to suspect that the old man is actually Santa Claus.;Bruce Davison;https://m.media-amazon.com/images/M/MV5BZmE0YTE0ZTYtNDFjZC00YWQwLWJhNmEtNmIzOTY5ZmQ5ZmEyXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_UY209_CR8,0,140,209_AL_.jpg;Movie
An Unremarkable Christmas;TV-14;82;Comedy, Drama;2020;Before the events of S1, Juanquini, El Ñato and Captain González shared one Christmas wish: being courageous enough to change their lives. One mysterious character, El Dañado, could be the one who makes their dreams come true.;Juan Camilo Pinzón;https://m.media-amazon.com/images/M/MV5BYTNlOTFhNmMtYmZjNy00YjkyLWE0YjUtYzI5OGM4ZjQ1ZWY2XkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_UY209_CR4,0,140,209_AL_.jpg;Movie
Christmas Proposal;;96;Comedy, Romance;2021;When work moves Jason across the world, he can only bring his love, Carla, if they are married by Christmas.;Nakia T Hamilton;https://m.media-amazon.com/images/M/MV5BMzBjODQ3YWItNzJhOS00MmQwLWJiM2ItODFjNDE5ODk3NGFkXkEyXkFqcGdeQXVyNTcwNTgzNjM@._V1_UY209_CR3,0,140,209_AL_.jpg;Movie
The Three Dogateers;TV-Y;88;Family;2014;When a couple of burglars make off with their family's presents and decorations, the Three Dogateers set off on a journey to sniff out the bad guys and save Christmas!;Jesse Baget;https://m.media-amazon.com/images/M/MV5BMTk0NTY5MDgxNV5BMl5BanBnXkFtZTgwNTkxMDExMzE@._V1_UY209_CR4,0,140,209_AL_.jpg;Movie
Christmas at the Mistletoe Inn;;;Family;;Willow Bends, a disillusioned movie location scout, has lost her Christmas spirit. With a little Christmas magic, she finds herself starring in her own real-life Christmas movie with the perfect leading man in a cozy mountain town.;Lexi Giovagnoli;https://m.media-amazon.com/images/M/MV5BNjBjOTI4YzItMmVmNy00NWFkLTk1M2QtZDIwYzA1NDRhOGQ4XkEyXkFqcGdeQXVyMTAxODkwODY5._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
The Christmas High Note;TV-G;85;Romance;2020;A woman develops feelings for a single father while helping his teenage daughter prepare to sing in a Christmas Eve pageant.;Brian Skiba;https://m.media-amazon.com/images/M/MV5BN2JiYWQ2OWItNWEwNC00NzQxLWE1MjktMTQzZmMzZWRhYjhiXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Christmas in Compton;PG-13;93;Comedy;2012;Big Earl, the owner of a Christmas tree lot in Compton, California runs into some trouble when his son Derrick crosses the line to prove to his father that he is a success.;David Raynr;https://m.media-amazon.com/images/M/MV5BMTUyNjQ1NzAxN15BMl5BanBnXkFtZTcwNjE4Nzk0OA@@._V1_UY209_CR4,0,140,209_AL_.jpg;Movie
Kirk Franklin's A Gospel Christmas;TV-G;87;Drama, Musical, Romance;2021;Olivia, a young assistant pastor, deals with the transition to be lead pastor at a new church a month before Christmas, and finds a little romance along the way.;Erica C. Sutherlin;https://m.media-amazon.com/images/M/MV5BNjE5YWFhMzMtNDgyNy00ZDVhLWE4Y2YtNzI4ZjkwNWI1OWVlXkEyXkFqcGdeQXVyNzQwMTU3NzE@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
A Bulldog for Christmas;TV-G;83;Comedy, Drama, Family;2013;On Christmas Vacation a cynical college student is magically transformed into a bulldog until she learns the meaning of her family and the Christmas spirit.;Henrique Couto;https://m.media-amazon.com/images/M/MV5BMTUxMzUxODczN15BMl5BanBnXkFtZTgwMzUyMDg0MzE@._V1_UY209_CR8,0,140,209_AL_.jpg;Movie
10 Horas para o Natal;;90;Comedy, Family;2020;With divorced parents, Julia, Miguel and Bia got used to spending Christmas with an incomplete family. After an unplanned task, they decide to surprise their parents with a Christmas dinner - and thus, bring them closer together.;Cris D'Amato;https://m.media-amazon.com/images/M/MV5BNDIxOGIxMDQtNWZjZS00MTgxLWIwNWEtZmI5ZGJmZTk4NzBjXkEyXkFqcGdeQXVyMTk2NDE3Mzc@._V1_UY209_CR0,0,140,209_AL_.jpg;Movie
A New Christmas;;79;Drama;2019;Kabir is a lonely medical student in New York, estranged from his wife and grieving the loss of his mother. When he meets Kioni, a charming film student from Kenya, she persuades him to ...                See full summary »;Daniel Tenenbaum;https://m.media-amazon.com/images/M/MV5BNjRhOTZjYjUtMWZlZC00NTc5LWE1NDItZmMyNWE1YTU5MTRmXkEyXkFqcGdeQXVyNDExMzMxNjE@._V1_UY209_CR1,0,140,209_AL_.jpg;Movie
Christmas on the Carousel;;71;Comedy, Drama, Family;2021;Four lifelong friends convene over winter break for their last Christmas at home together.;Erik Bloomquist;https://m.media-amazon.com/images/M/MV5BNDg2YjlhNGEtNGJmNS00ZTQ2LWJhMjEtMDc4NTQyMTcxYTRiXkEyXkFqcGdeQXVyMjY3ODc2MTg@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Christmas with the Prince;;81;Adventure, Romance;2023;A turn of events finds a fashion designer spending her Christmas with a prince.;Louisa Warren;https://m.media-amazon.com/images/M/MV5BZGM2MjQ4YWYtODRmNy00NjFjLTg3ZjUtY2U3MDZkY2YxNmNkXkEyXkFqcGdeQXVyMTQ4MDUxMTk1._V1_UY209_CR8,0,140,209_AL_.jpg;Movie
Christmas with the Dead;;88;Horror;2012;In his quest to fulfill a promise made to his wife, Calvin sets out to right his wrongs and make it the best Christmas ever. If only it weren't June, and the majority of the population, ...                See full summary »;T.L. Lankford;https://m.media-amazon.com/images/M/MV5BYjhkYWNlYTMtYmY5Ny00ODI3LWFiYzItNmNlZWI4ODczMGE3XkEyXkFqcGdeQXVyMjg1MTU1NjI@._V1_UY209_CR4,0,140,209_AL_.jpg;Movie
O' Christmas Tree;TV-G;48;Animation, Family, Musical;1999;Featuring the voices of Edward Asner, Tim Conway and Marie Osmond, this tale is set in a snowy forest on Christmas Eve where a forlorn pine tree feels she is too homely to ever realize her dream of becoming a real Christmas tree.;Bert Ring;https://m.media-amazon.com/images/M/MV5BMjI5MzI4OTc3M15BMl5BanBnXkFtZTgwNTA3NTAwNzE@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Santa Claus;;1;Short, Family, Fantasy;1898;Brother and sister are sent to bed on Christmas Eve, and while they are asleep, Santa Claus comes down the chimney and fills their waiting stockings with toys.;George Albert Smith;https://m.media-amazon.com/images/M/MV5BMTcyZGQ5NTctNGZkMy00ZmQ1LTg0MGEtMDgwNDY3ZGUwOTdlXkEyXkFqcGdeQXVyNTcwNjUwNzk@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Christmas with Cookie;;53;Comedy, Horror, Sci-Fi;2016;In the year 3978 global warming has made a desert of the North Pole. Santa and Mrs. Claus battle angry skeletons who didn't get what they wanted for Christmas. Evil aliens try to take over the world and a giant abominable snow man wants Santa for his next meal.;Alan Maxson;https://m.media-amazon.com/images/M/MV5BNmFjYTM1OTktYWQ0Ni00NDI5LWIxYzgtMTM2ZDVhYzI5NTAwXkEyXkFqcGdeQXVyMTc3MzIyNDU@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Christmas Is;;30;Animation, Family;1970;Benji is upset that he is playing the second shepherd in his school Christmas play for the second year in a row. But when Benji falls asleep while practicing his lines, his dream carries him and his dog Waldo to Bethlehem 2,000 years ago!;Hans Conried;https://m.media-amazon.com/images/M/MV5BM2NkMTNlMjctYWQ3ZS00M2U2LTljOTEtNGI3YTM5MzA1MWI3XkEyXkFqcGdeQXVyNjMyNTEwOA@@._V1_UY209_CR87,0,140,209_AL_.jpg;Movie
Christmas on Mars;Not Rated;83;Music, Sci-Fi;2008;Major Syrtis goes insane as he tries to improve morale in an abandoned colony on Mars through a Christmas pageant, where the first colonist baby will be born.;Wayne Coyne;https://m.media-amazon.com/images/M/MV5BMTYzNjQ3MzE3MV5BMl5BanBnXkFtZTcwMDY2MDg4MQ@@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Delivering Christmas;TV-PG;11;Short, Drama;2017;After a little girl tells her mailman her widowed mom's sad, he decides to bring them gifts to make it a special Christmas.;David DeCoteau;https://m.media-amazon.com/images/M/MV5BNzE4NjA5NGUtZTc3OS00ZDJiLThiZmYtNTljODAwMWMxZjFhXkEyXkFqcGdeQXVyMTU0NjY0NDg@._V1_UY209_CR67,0,140,209_AL_.jpg;Movie
Spot's Magical Christmas;;30;Animation, Short, Family;1995;Spot gets a ride on a special sleigh to a very special place in the Arctic.;Leo Nielsen;https://m.media-amazon.com/images/M/MV5BMjI1MzE4NzI0MV5BMl5BanBnXkFtZTcwODMwOTc0NA@@._V1_UY209_CR3,0,140,209_AL_.jpg;Movie
Maciste in Hell;;95;Action, Drama, Fantasy;1925;The devil takes Maciste down to hell in an attempt to corrupt and ruin his morality.;Guido Brignone;https://m.media-amazon.com/images/M/MV5BODA3OGQ1NTYtMjZlNy00NTEyLTllMWQtNjYyZTIzZmU1Nzk1XkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
A Kylie Christmas: Live from the Royal Albert Hall;;120;Music;2015;Add a Plot;Paul Dugdale;https://m.media-amazon.com/images/M/MV5BNThkY2NhNzItODJhYS00ZmRiLWEyZjAtMmY0MDY3MDNjNGY4XkEyXkFqcGdeQXVyMTUyNjc3NDQ4._V1_UY209_CR0,0,140,209_AL_.jpg;Movie
Christmas at Cadillac Jack's;;58;Family;2007;While stranded at a diner on Christmas Eve, Rose finds personal redemption in protecting a young baby from an abusive father on her way to reconciling with the child she had to give up for ...                See full summary »;Jeff Wood;https://m.media-amazon.com/images/M/MV5BYjEyZjcxMDMtYTI5OS00NzBkLThhNWUtOWZiYzYyNjdjN2Q0XkEyXkFqcGdeQXVyNjA2MzA2MzQ@._V1_UY209_CR12,0,140,209_AL_.jpg;Movie
Chilly Christmas;Not Rated;84;Comedy, Drama, Family;2012;When he discovers that his father is being transferred from Sunshine Beach to New York City, a boy has one week to turn his big crazy beach dog into a civilized indoor dog, while fending off dangerous dog-nappers on Christmas Eve.;Gregory Poppen;https://m.media-amazon.com/images/M/MV5BMTUwMjgwMTE4M15BMl5BanBnXkFtZTcwNDMyNzA1OA@@._V1_UY209_CR4,0,140,209_AL_.jpg;Movie
Krauses Fest;;88;Comedy, Drama;2007;As every year, police chief Krause prepares for the traditional Christmas dinner with his two sisters Elsa and Meta in their inn in idyllic Schönhorst in Brandenburg.;Bernd Böhlich;https://m.media-amazon.com/images/M/MV5BNjAyODI3NTIxOV5BMl5BanBnXkFtZTgwNzYyMjAyODE@._V1_UY209_CR8,0,140,209_AL_.jpg;Movie
Hashtag Blessed: The Movie;;;Family;2022;"It's Christmastime and Jessi is all but excited. She finds herself with comparisonitis in the world of social media. Other women her age just seem to ""have it all"", while she is frustrated ...                See full summary »";Stephanie McBain;https://m.media-amazon.com/images/M/MV5BZTljMmY2ZTAtY2IyMi00ZjI1LWE0OGMtNjYwODc3ZTMzMGMyXkEyXkFqcGdeQXVyNjExMDk5NTE@._V1_UY209_CR0,0,140,209_AL_.jpg;Movie
B.C.: A Special Christmas;;30;Animation, Comedy;1981;Peter enlists his sarcastic one-legged friend Wiley to help conjure a myth based around the idea of giving. Seeing the chance to make a profit off the selflessness of others, the two ...                See full summary »;Vlad Goetzelman;https://m.media-amazon.com/images/M/MV5BMGIzZGU0NzItNTI3ZC00ODRlLWI5OTItYTkyM2YxNWU5OTdkXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_UY209_CR8,0,140,209_AL_.jpg;Movie
An Old-Fashioned Girl;Passed;82;Comedy, Musical, Romance;1949;A young woman leaves home to earn money for the family, which is not the norm for her sex and social standing.;Arthur Dreifuss;https://m.media-amazon.com/images/M/MV5BOGVmZDZkMDktZTE4Mi00M2QzLWIyZDgtYWI4ZDdhNDEzMzhkXkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Christmas at the Royal Hotel;;108;Drama, History, War;2018;In 1941, Hong Kong was the Casablanca of the East, a city full of war refugees, profiteers and spies. With the sudden attack by Japanese troops, a Canadian soldier's Christmas promise is broken during the Battle of Hong Kong.;Craig McCourry;https://m.media-amazon.com/images/M/MV5BZThmZWYxYzMtZTg1YS00MGQ0LWExODgtY2UwMTY2ZjU1NDlkXkEyXkFqcGdeQXVyNjQ0MDEyMjg@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Dot & Spot's Magical Christmas Adventure;;25;Animation, Short, Family;2005;Santa needs the help of Dot and Sport on Christmas Eve.;David Schwartz;https://m.media-amazon.com/images/M/MV5BMDQ0NWU0Y2ItNjc2Mi00NDEwLTk4MzQtN2E1NmM0YTIwYzJjXkEyXkFqcGdeQXVyNjg5MzE4NTA@._V1_UY209_CR3,0,140,209_AL_.jpg;Movie
Blind Turn;Not Rated;80;Drama, Mystery, Thriller;2012;Samantha Holt is forced to confront her dark secrets when she is kidnapped and held prisoner by a man from her past out for revenge.;Robert Orr;https://m.media-amazon.com/images/M/MV5BMTQyNzgxMzAxOV5BMl5BanBnXkFtZTcwNjQ5MTYzNw@@._V1_UY209_CR3,0,140,209_AL_.jpg;Movie
The True Miracle of Christmas;;55;Musical;2023;"""True Miracle of Christmas"" is a heartwarming holiday film that follows the journey of a loving couple, played by Steph and Natasha Carse, as they rediscover the true magic of Christmas by ...                See full summary »";Steph Carse;https://m.media-amazon.com/images/M/MV5BNDVmMDJlY2UtMjY4My00YWFhLWFiNzItYjA5Yzc1ZmRiYTA0XkEyXkFqcGdeQXVyODczMTkxOQ@@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
A Cool Like That Christmas;;22;Animation, Comedy;1993;Add a Plot;David Feiss;https://m.media-amazon.com/images/M/MV5BMTIwMTU1NjY3Nl5BMl5BanBnXkFtZTcwNzcyOTM0MQ@@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Christmas Coming Out;Not Rated;17;Short, Comedy, Drama;2021;An action figure from a young gay man's Christmas Past comes to life to help him find the courage he needs to come out.;Art Arutyunyan;https://m.media-amazon.com/images/M/MV5BMzFhYjk0ZTctYjA4My00ZTBlLWJiMjUtODJjNGQ4MDA1ZWM1XkEyXkFqcGdeQXVyMzg3Mjg3OTA@._V1_UY209_CR8,0,140,209_AL_.jpg;Movie
Christmas in Tattertown;;29;Animation, Adventure, Comedy;1988;Christmas in Tattertown is a 1988 television special created and directed by Ralph Bakshi about a place where everything discarded in the world came alive. It aired on the cable television network Nickelodeon.;Ralph Bakshi;https://m.media-amazon.com/images/M/MV5BODZkZDQxMzktYjVlNi00NGFiLWI5MDItNTU2OGRiMDhhNGI1XkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
